2000	5	0.022	1.2
2800	5	0.022	1.2
3600	5	0.022	1.2
4400	5	0.022	1.2
5200	5	0.022	1.2
6000	5	0.022	1.2
2000	0.8334	0.028	1.2
2800	0.8334	0.028	1.2
3600	0.8334	0.028	1.2
4400	0.8334	0.028	1.2
5200	0.8334	0.028	1.2
6000	0.8334	0.028	1.2
2000	1.667	0.028	1.2
2800	1.667	0.028	1.2
3600	1.667	0.028	1.2
4400	1.667	0.028	1.2
5200	1.667	0.028	1.2
6000	1.667	0.028	1.2
2000	2.5	0.028	1.2
2800	2.5	0.028	1.2
3600	2.5	0.028	1.2
4400	2.5	0.028	1.2
5200	2.5	0.028	1.2
6000	2.5	0.028	1.2
2000	3.334	0.028	1.2
2800	3.334	0.028	1.2
3600	3.334	0.028	1.2
4400	3.334	0.028	1.2
5200	3.334	0.028	1.2
6000	3.334	0.028	1.2
2000	4.17	0.028	1.2
2800	4.17	0.028	1.2
3600	4.17	0.028	1.2
4400	4.17	0.028	1.2
5200	4.17	0.028	1.2
6000	4.17	0.028	1.2
2000	5	0.028	1.2
2800	5	0.028	1.2
3600	5	0.028	1.2
4400	5	0.028	1.2
5200	5	0.028	1.2
6000	5	0.028	1.2
2000	0.8334	0.034	1.2
2800	0.8334	0.034	1.2
3600	0.8334	0.034	1.2
4400	0.8334	0.034	1.2
5200	0.8334	0.034	1.2
6000	0.8334	0.034	1.2
2000	1.667	0.034	1.2
2800	1.667	0.034	1.2
3600	1.667	0.034	1.2
4400	1.667	0.034	1.2
5200	1.667	0.034	1.2
6000	1.667	0.034	1.2
2000	2.5	0.034	1.2
2800	2.5	0.034	1.2
3600	2.5	0.034	1.2
4400	2.5	0.034	1.2
5200	2.5	0.034	1.2
6000	2.5	0.034	1.2
2000	3.334	0.034	1.2
2800	3.334	0.034	1.2
3600	3.334	0.034	1.2
4400	3.334	0.034	1.2
5200	3.334	0.034	1.2
6000	3.334	0.034	1.2
2000	4.17	0.034	1.2
2800	4.17	0.034	1.2
3600	4.17	0.034	1.2
4400	4.17	0.034	1.2
5200	4.17	0.034	1.2
6000	4.17	0.034	1.2
2000	5	0.034	1.2
2800	5	0.034	1.2
3600	5	0.034	1.2
4400	5	0.034	1.2
5200	5	0.034	1.2
6000	5	0.034	1.2
2000	0.8334	0.04	1.2
2800	0.8334	0.04	1.2
3600	0.8334	0.04	1.2
4400	0.8334	0.04	1.2
5200	0.8334	0.04	1.2
6000	0.8334	0.04	1.2
2000	1.667	0.04	1.2
2800	1.667	0.04	1.2
3600	1.667	0.04	1.2
4400	1.667	0.04	1.2
5200	1.667	0.04	1.2
6000	1.667	0.04	1.2
2000	2.5	0.04	1.2
2800	2.5	0.04	1.2
3600	2.5	0.04	1.2
4400	2.5	0.04	1.2
5200	2.5	0.04	1.2
6000	2.5	0.04	1.2
2000	3.334	0.04	1.2
2800	3.334	0.04	1.2
3600	3.334	0.04	1.2
4400	3.334	0.04	1.2
5200	3.334	0.04	1.2
6000	3.334	0.04	1.2
2000	4.17	0.04	1.2
2800	4.17	0.04	1.2
3600	4.17	0.04	1.2
4400	4.17	0.04	1.2
5200	4.17	0.04	1.2
6000	4.17	0.04	1.2
2000	5	0.04	1.2
2800	5	0.04	1.2
3600	5	0.04	1.2
4400	5	0.04	1.2
5200	5	0.04	1.2
6000	5	0.04	1.2
2000	0.8334	0.01	1.9
2800	0.8334	0.01	1.9
3600	0.8334	0.01	1.9
4400	0.8334	0.01	1.9
5200	0.8334	0.01	1.9
6000	0.8334	0.01	1.9
2000	1.667	0.01	1.9
2800	1.667	0.01	1.9
3600	1.667	0.01	1.9
4400	1.667	0.01	1.9
5200	1.667	0.01	1.9
6000	1.667	0.01	1.9
2000	2.5	0.01	1.9
2800	2.5	0.01	1.9
3600	2.5	0.01	1.9
4400	2.5	0.01	1.9
5200	2.5	0.01	1.9
6000	2.5	0.01	1.9
2000	3.334	0.01	1.9
2800	3.334	0.01	1.9
3600	3.334	0.01	1.9
4400	3.334	0.01	1.9
5200	3.334	0.01	1.9
6000	3.334	0.01	1.9
2000	4.17	0.01	1.9
2800	4.17	0.01	1.9
3600	4.17	0.01	1.9
4400	4.17	0.01	1.9
5200	4.17	0.01	1.9
6000	4.17	0.01	1.9
2000	5	0.01	1.9
2800	5	0.01	1.9
3600	5	0.01	1.9
4400	5	0.01	1.9
5200	5	0.01	1.9
6000	5	0.01	1.9
2000	0.8334	0.016	1.9
2800	0.8334	0.016	1.9
3600	0.8334	0.016	1.9
4400	0.8334	0.016	1.9
5200	0.8334	0.016	1.9
6000	0.8334	0.016	1.9
2000	1.667	0.016	1.9
2800	1.667	0.016	1.9
3600	1.667	0.016	1.9
4400	1.667	0.016	1.9
5200	1.667	0.016	1.9
6000	1.667	0.016	1.9
2000	2.5	0.016	1.9
2800	2.5	0.016	1.9
3600	2.5	0.016	1.9
4400	2.5	0.016	1.9
5200	2.5	0.016	1.9
6000	2.5	0.016	1.9
2000	3.334	0.016	1.9
2800	3.334	0.016	1.9
3600	3.334	0.016	1.9
4400	3.334	0.016	1.9
5200	3.334	0.016	1.9
6000	3.334	0.016	1.9
2000	4.17	0.016	1.9
2800	4.17	0.016	1.9
3600	4.17	0.016	1.9
4400	4.17	0.016	1.9
5200	4.17	0.016	1.9
6000	4.17	0.016	1.9
2000	5	0.016	1.9
2800	5	0.016	1.9
3600	5	0.016	1.9
4400	5	0.016	1.9
5200	5	0.016	1.9
6000	5	0.016	1.9
2000	0.8334	0.022	1.9
2800	0.8334	0.022	1.9
3600	0.8334	0.022	1.9
4400	0.8334	0.022	1.9
5200	0.8334	0.022	1.9
6000	0.8334	0.022	1.9
2000	1.667	0.022	1.9
2800	1.667	0.022	1.9
3600	1.667	0.022	1.9
4400	1.667	0.022	1.9
5200	1.667	0.022	1.9
6000	1.667	0.022	1.9
2000	2.5	0.022	1.9
2800	2.5	0.022	1.9
3600	2.5	0.022	1.9
4400	2.5	0.022	1.9
5200	2.5	0.022	1.9
6000	2.5	0.022	1.9
2000	3.334	0.022	1.9
2800	3.334	0.022	1.9
3600	3.334	0.022	1.9
4400	3.334	0.022	1.9
5200	3.334	0.022	1.9
6000	3.334	0.022	1.9
2000	4.17	0.022	1.9
2800	4.17	0.022	1.9
3600	4.17	0.022	1.9
4400	4.17	0.022	1.9
5200	4.17	0.022	1.9
6000	4.17	0.022	1.9
2000	5	0.022	1.9
2800	5	0.022	1.9
3600	5	0.022	1.9
4400	5	0.022	1.9
5200	5	0.022	1.9
6000	5	0.022	1.9
2000	0.8334	0.028	1.9
2800	0.8334	0.028	1.9
3600	0.8334	0.028	1.9
4400	0.8334	0.028	1.9
5200	0.8334	0.028	1.9
6000	0.8334	0.028	1.9
2000	1.667	0.028	1.9
2800	1.667	0.028	1.9
3600	1.667	0.028	1.9
4400	1.667	0.028	1.9
5200	1.667	0.028	1.9
6000	1.667	0.028	1.9
2000	2.5	0.028	1.9
2800	2.5	0.028	1.9
3600	2.5	0.028	1.9
4400	2.5	0.028	1.9
5200	2.5	0.028	1.9
6000	2.5	0.028	1.9
2000	3.334	0.028	1.9
2800	3.334	0.028	1.9
3600	3.334	0.028	1.9
4400	3.334	0.028	1.9
5200	3.334	0.028	1.9
6000	3.334	0.028	1.9
2000	4.17	0.028	1.9
2800	4.17	0.028	1.9
3600	4.17	0.028	1.9
4400	4.17	0.028	1.9
5200	4.17	0.028	1.9
6000	4.17	0.028	1.9
2000	5	0.028	1.9
2800	5	0.028	1.9
3600	5	0.028	1.9
4400	5	0.028	1.9
5200	5	0.028	1.9
6000	5	0.028	1.9
2000	0.8334	0.034	1.9
2800	0.8334	0.034	1.9
3600	0.8334	0.034	1.9
4400	0.8334	0.034	1.9
5200	0.8334	0.034	1.9
6000	0.8334	0.034	1.9
2000	1.667	0.034	1.9
2800	1.667	0.034	1.9
3600	1.667	0.034	1.9
4400	1.667	0.034	1.9
5200	1.667	0.034	1.9
6000	1.667	0.034	1.9
2000	2.5	0.034	1.9
2800	2.5	0.034	1.9
3600	2.5	0.034	1.9
4400	2.5	0.034	1.9
5200	2.5	0.034	1.9
6000	2.5	0.034	1.9
2000	3.334	0.034	1.9
2800	3.334	0.034	1.9
3600	3.334	0.034	1.9
4400	3.334	0.034	1.9
5200	3.334	0.034	1.9
6000	3.334	0.034	1.9
2000	4.17	0.034	1.9
2800	4.17	0.034	1.9
3600	4.17	0.034	1.9
4400	4.17	0.034	1.9
5200	4.17	0.034	1.9
6000	4.17	0.034	1.9
2000	5	0.034	1.9
2800	5	0.034	1.9
3600	5	0.034	1.9
4400	5	0.034	1.9
5200	5	0.034	1.9
6000	5	0.034	1.9
2000	0.8334	0.04	1.9
2800	0.8334	0.04	1.9
3600	0.8334	0.04	1.9
4400	0.8334	0.04	1.9
5200	0.8334	0.04	1.9
6000	0.8334	0.04	1.9
2000	1.667	0.04	1.9
2800	1.667	0.04	1.9
3600	1.667	0.04	1.9
4400	1.667	0.04	1.9
5200	1.667	0.04	1.9
6000	1.667	0.04	1.9
2000	2.5	0.04	1.9
2800	2.5	0.04	1.9
3600	2.5	0.04	1.9
4400	2.5	0.04	1.9
5200	2.5	0.04	1.9
6000	2.5	0.04	1.9
2000	3.334	0.04	1.9
2800	3.334	0.04	1.9
3600	3.334	0.04	1.9
4400	3.334	0.04	1.9
5200	3.334	0.04	1.9
6000	3.334	0.04	1.9
2000	4.17	0.04	1.9
2800	4.17	0.04	1.9
3600	4.17	0.04	1.9
4400	4.17	0.04	1.9
5200	4.17	0.04	1.9
6000	4.17	0.04	1.9
2000	5	0.04	1.9
2800	5	0.04	1.9
3600	5	0.04	1.9
4400	5	0.04	1.9
5200	5	0.04	1.9
6000	5	0.04	1.9
2000	0.8334	0.01	2.6
2800	0.8334	0.01	2.6
3600	0.8334	0.01	2.6
4400	0.8334	0.01	2.6
5200	0.8334	0.01	2.6
6000	0.8334	0.01	2.6
2000	1.667	0.01	2.6
2800	1.667	0.01	2.6
3600	1.667	0.01	2.6
4400	1.667	0.01	2.6
5200	1.667	0.01	2.6
6000	1.667	0.01	2.6
2000	2.5	0.01	2.6
2800	2.5	0.01	2.6
3600	2.5	0.01	2.6
4400	2.5	0.01	2.6
5200	2.5	0.01	2.6
6000	2.5	0.01	2.6
2000	3.334	0.01	2.6
2800	3.334	0.01	2.6
3600	3.334	0.01	2.6
4400	3.334	0.01	2.6
5200	3.334	0.01	2.6
6000	3.334	0.01	2.6
2000	4.17	0.01	2.6
2800	4.17	0.01	2.6
3600	4.17	0.01	2.6
4400	4.17	0.01	2.6
5200	4.17	0.01	2.6
6000	4.17	0.01	2.6
2000	5	0.01	2.6
2800	5	0.01	2.6
3600	5	0.01	2.6
4400	5	0.01	2.6
5200	5	0.01	2.6
6000	5	0.01	2.6
2000	0.8334	0.016	2.6
2800	0.8334	0.016	2.6
3600	0.8334	0.016	2.6
4400	0.8334	0.016	2.6
5200	0.8334	0.016	2.6
6000	0.8334	0.016	2.6
2000	1.667	0.016	2.6
2800	1.667	0.016	2.6
3600	1.667	0.016	2.6
4400	1.667	0.016	2.6
5200	1.667	0.016	2.6
6000	1.667	0.016	2.6
2000	2.5	0.016	2.6
2800	2.5	0.016	2.6
3600	2.5	0.016	2.6
4400	2.5	0.016	2.6
5200	2.5	0.016	2.6
6000	2.5	0.016	2.6
2000	3.334	0.016	2.6
2800	3.334	0.016	2.6
3600	3.334	0.016	2.6
4400	3.334	0.016	2.6
5200	3.334	0.016	2.6
6000	3.334	0.016	2.6
2000	4.17	0.016	2.6
2800	4.17	0.016	2.6
3600	4.17	0.016	2.6
4400	4.17	0.016	2.6
5200	4.17	0.016	2.6
6000	4.17	0.016	2.6
2000	5	0.016	2.6
2800	5	0.016	2.6
3600	5	0.016	2.6
4400	5	0.016	2.6
5200	5	0.016	2.6
6000	5	0.016	2.6
2000	0.8334	0.022	2.6
2800	0.8334	0.022	2.6
3600	0.8334	0.022	2.6
4400	0.8334	0.022	2.6
5200	0.8334	0.022	2.6
6000	0.8334	0.022	2.6
2000	1.667	0.022	2.6
2800	1.667	0.022	2.6
3600	1.667	0.022	2.6
4400	1.667	0.022	2.6
5200	1.667	0.022	2.6
6000	1.667	0.022	2.6
2000	2.5	0.022	2.6
2800	2.5	0.022	2.6
3600	2.5	0.022	2.6
4400	2.5	0.022	2.6
5200	2.5	0.022	2.6
6000	2.5	0.022	2.6
2000	3.334	0.022	2.6
2800	3.334	0.022	2.6
3600	3.334	0.022	2.6
4400	3.334	0.022	2.6
5200	3.334	0.022	2.6
6000	3.334	0.022	2.6
2000	4.17	0.022	2.6
2800	4.17	0.022	2.6
3600	4.17	0.022	2.6
4400	4.17	0.022	2.6
5200	4.17	0.022	2.6
6000	4.17	0.022	2.6
2000	5	0.022	2.6
2800	5	0.022	2.6
3600	5	0.022	2.6
4400	5	0.022	2.6
5200	5	0.022	2.6
6000	5	0.022	2.6
2000	0.8334	0.028	2.6
2800	0.8334	0.028	2.6
3600	0.8334	0.028	2.6
4400	0.8334	0.028	2.6
5200	0.8334	0.028	2.6
6000	0.8334	0.028	2.6
2000	1.667	0.028	2.6
2800	1.667	0.028	2.6
3600	1.667	0.028	2.6
4400	1.667	0.028	2.6
5200	1.667	0.028	2.6
6000	1.667	0.028	2.6
2000	2.5	0.028	2.6
2800	2.5	0.028	2.6
3600	2.5	0.028	2.6
4400	2.5	0.028	2.6
5200	2.5	0.028	2.6
6000	2.5	0.028	2.6
2000	3.334	0.028	2.6
2800	3.334	0.028	2.6
3600	3.334	0.028	2.6
4400	3.334	0.028	2.6
5200	3.334	0.028	2.6
6000	3.334	0.028	2.6
2000	4.17	0.028	2.6
2800	4.17	0.028	2.6
3600	4.17	0.028	2.6
4400	4.17	0.028	2.6
5200	4.17	0.028	2.6
6000	4.17	0.028	2.6
2000	5	0.028	2.6
2800	5	0.028	2.6
3600	5	0.028	2.6
4400	5	0.028	2.6
5200	5	0.028	2.6
6000	5	0.028	2.6
2000	0.8334	0.034	2.6
2800	0.8334	0.034	2.6
3600	0.8334	0.034	2.6
4400	0.8334	0.034	2.6
5200	0.8334	0.034	2.6
6000	0.8334	0.034	2.6
2000	1.667	0.034	2.6
2800	1.667	0.034	2.6
3600	1.667	0.034	2.6
4400	1.667	0.034	2.6
5200	1.667	0.034	2.6
6000	1.667	0.034	2.6
2000	2.5	0.034	2.6
2800	2.5	0.034	2.6
3600	2.5	0.034	2.6
4400	2.5	0.034	2.6
5200	2.5	0.034	2.6
6000	2.5	0.034	2.6
2000	3.334	0.034	2.6
2800	3.334	0.034	2.6
3600	3.334	0.034	2.6
4400	3.334	0.034	2.6
5200	3.334	0.034	2.6
6000	3.334	0.034	2.6
2000	4.17	0.034	2.6
2800	4.17	0.034	2.6
3600	4.17	0.034	2.6
4400	4.17	0.034	2.6
5200	4.17	0.034	2.6
6000	4.17	0.034	2.6
2000	5	0.034	2.6
2800	5	0.034	2.6
3600	5	0.034	2.6
4400	5	0.034	2.6
5200	5	0.034	2.6
6000	5	0.034	2.6
2000	0.8334	0.04	2.6
2800	0.8334	0.04	2.6
3600	0.8334	0.04	2.6
4400	0.8334	0.04	2.6
5200	0.8334	0.04	2.6
6000	0.8334	0.04	2.6
2000	1.667	0.04	2.6
2800	1.667	0.04	2.6
3600	1.667	0.04	2.6
4400	1.667	0.04	2.6
5200	1.667	0.04	2.6
6000	1.667	0.04	2.6
2000	2.5	0.04	2.6
2800	2.5	0.04	2.6
3600	2.5	0.04	2.6
4400	2.5	0.04	2.6
5200	2.5	0.04	2.6
6000	2.5	0.04	2.6
2000	3.334	0.04	2.6
2800	3.334	0.04	2.6
3600	3.334	0.04	2.6
4400	3.334	0.04	2.6
5200	3.334	0.04	2.6
6000	3.334	0.04	2.6
2000	4.17	0.04	2.6
2800	4.17	0.04	2.6
3600	4.17	0.04	2.6
4400	4.17	0.04	2.6
5200	4.17	0.04	2.6
6000	4.17	0.04	2.6
2000	5	0.04	2.6
2800	5	0.04	2.6
3600	5	0.04	2.6
4400	5	0.04	2.6
5200	5	0.04	2.6
6000	5	0.04	2.6
2000	0.8334	0.01	3.3
2800	0.8334	0.01	3.3
3600	0.8334	0.01	3.3
4400	0.8334	0.01	3.3
5200	0.8334	0.01	3.3
6000	0.8334	0.01	3.3
2000	1.667	0.01	3.3
2800	1.667	0.01	3.3
3600	1.667	0.01	3.3
4400	1.667	0.01	3.3
5200	1.667	0.01	3.3
6000	1.667	0.01	3.3
2000	2.5	0.01	3.3
2800	2.5	0.01	3.3
3600	2.5	0.01	3.3
4400	2.5	0.01	3.3
5200	2.5	0.01	3.3
6000	2.5	0.01	3.3
2000	3.334	0.01	3.3
2800	3.334	0.01	3.3
3600	3.334	0.01	3.3
4400	3.334	0.01	3.3
5200	3.334	0.01	3.3
6000	3.334	0.01	3.3
2000	4.17	0.01	3.3
2800	4.17	0.01	3.3
3600	4.17	0.01	3.3
4400	4.17	0.01	3.3
5200	4.17	0.01	3.3
6000	4.17	0.01	3.3
2000	5	0.01	3.3
2800	5	0.01	3.3
3600	5	0.01	3.3
4400	5	0.01	3.3
5200	5	0.01	3.3
6000	5	0.01	3.3
2000	0.8334	0.016	3.3
2800	0.8334	0.016	3.3
3600	0.8334	0.016	3.3
4400	0.8334	0.016	3.3
5200	0.8334	0.016	3.3
6000	0.8334	0.016	3.3
2000	1.667	0.016	3.3
2800	1.667	0.016	3.3
3600	1.667	0.016	3.3
4400	1.667	0.016	3.3
5200	1.667	0.016	3.3
6000	1.667	0.016	3.3
2000	2.5	0.016	3.3
2800	2.5	0.016	3.3
3600	2.5	0.016	3.3
4400	2.5	0.016	3.3
5200	2.5	0.016	3.3
6000	2.5	0.016	3.3
2000	3.334	0.016	3.3
2800	3.334	0.016	3.3
3600	3.334	0.016	3.3
4400	3.334	0.016	3.3
5200	3.334	0.016	3.3
6000	3.334	0.016	3.3
2000	4.17	0.016	3.3
2800	4.17	0.016	3.3
3600	4.17	0.016	3.3
4400	4.17	0.016	3.3
5200	4.17	0.016	3.3
6000	4.17	0.016	3.3
2000	5	0.016	3.3
2800	5	0.016	3.3
3600	5	0.016	3.3
4400	5	0.016	3.3
5200	5	0.016	3.3
6000	5	0.016	3.3
2000	0.8334	0.022	3.3
2800	0.8334	0.022	3.3
3600	0.8334	0.022	3.3
4400	0.8334	0.022	3.3
5200	0.8334	0.022	3.3
6000	0.8334	0.022	3.3
2000	1.667	0.022	3.3
